employer_name,city,state,job_title,soc_code,occupation,estimated_headcount,salary_min,salary_median,salary_max,salary_confidence,location_confidence,overall_confidence,industry,size_class,record_type,source
"[Agriculture, forestry, fishing] <5 employees",Somerville,MA,Equipment Operators,53-7032,equipment_operators,2,35000,48000,68000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Brookline,MA,Equipment Operators,53-7032,equipment_operators,1,35000,48000,68000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Framingham,MA,Equipment Operators,53-7032,equipment_operators,1,35000,48000,68000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Waltham,MA,Equipment Operators,53-7032,equipment_operators,1,35000,48000,68000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Malden,MA,Equipment Operators,53-7032,equipment_operators,1,35000,48000,68000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Medford,MA,Equipment Operators,53-7032,equipment_operators,1,35000,48000,68000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Lynn,MA,Equipment Operators,53-7032,equipment_operators,1,35000,48000,68000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Brockton,MA,Equipment Operators,53-7032,equipment_operators,1,35000,48000,68000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Salem,MA,Equipment Operators,53-7032,equipment_operators,1,35000,48000,68000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Other MA,MA,Equipment Operators,53-7032,equipment_operators,18,35000,48000,68000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Boston,MA,Managers,11-0000,management,8,60000,100000,180000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Cambridge,MA,Managers,11-0000,management,2,60000,100000,180000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Worcester,MA,Managers,11-0000,management,2,60000,100000,180000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Springfield,MA,Managers,11-0000,management,1,60000,100000,180000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Lowell,MA,Managers,11-0000,management,1,60000,100000,180000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Quincy,MA,Managers,11-0000,management,1,60000,100000,180000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Newton,MA,Managers,11-0000,management,1,60000,100000,180000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Somerville,MA,Managers,11-0000,management,1,60000,100000,180000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Other MA,MA,Managers,11-0000,management,9,60000,100000,180000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Boston,MA,Administrative Staff,43-0000,administrative,8,35000,48000,70000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Cambridge,MA,Administrative Staff,43-0000,administrative,2,35000,48000,70000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Worcester,MA,Administrative Staff,43-0000,administrative,2,35000,48000,70000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Springfield,MA,Administrative Staff,43-0000,administrative,1,35000,48000,70000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Lowell,MA,Administrative Staff,43-0000,administrative,1,35000,48000,70000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Quincy,MA,Administrative Staff,43-0000,administrative,1,35000,48000,70000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Newton,MA,Administrative Staff,43-0000,administrative,1,35000,48000,70000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Somerville,MA,Administrative Staff,43-0000,administrative,1,35000,48000,70000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Other MA,MA,Administrative Staff,43-0000,administrative,9,35000,48000,70000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Boston,MA,Agricultural Workers,45-0000,other_ag,8,28000,35000,50000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Cambridge,MA,Agricultural Workers,45-0000,other_ag,2,28000,35000,50000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Worcester,MA,Agricultural Workers,45-0000,other_ag,2,28000,35000,50000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Springfield,MA,Agricultural Workers,45-0000,other_ag,1,28000,35000,50000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Lowell,MA,Agricultural Workers,45-0000,other_ag,1,28000,35000,50000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Quincy,MA,Agricultural Workers,45-0000,other_ag,1,28000,35000,50000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Newton,MA,Agricultural Workers,45-0000,other_ag,1,28000,35000,50000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Somerville,MA,Agricultural Workers,45-0000,other_ag,1,28000,35000,50000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] <5 employees",Other MA,MA,Agricultural Workers,45-0000,other_ag,9,28000,35000,50000,0.85,0.5,0.102,agriculture,<5 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Boston,MA,Farm Workers,45-2092,farm_workers,30,28000,35000,48000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Cambridge,MA,Farm Workers,45-2092,farm_workers,9,28000,35000,48000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Worcester,MA,Farm Workers,45-2092,farm_workers,7,28000,35000,48000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Springfield,MA,Farm Workers,45-2092,farm_workers,6,28000,35000,48000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Lowell,MA,Farm Workers,45-2092,farm_workers,4,28000,35000,48000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Quincy,MA,Farm Workers,45-2092,farm_workers,3,28000,35000,48000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Newton,MA,Farm Workers,45-2092,farm_workers,3,28000,35000,48000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Somerville,MA,Farm Workers,45-2092,farm_workers,3,28000,35000,48000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Brookline,MA,Farm Workers,45-2092,farm_workers,2,28000,35000,48000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Framingham,MA,Farm Workers,45-2092,farm_workers,2,28000,35000,48000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Waltham,MA,Farm Workers,45-2092,farm_workers,2,28000,35000,48000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Malden,MA,Farm Workers,45-2092,farm_workers,2,28000,35000,48000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Medford,MA,Farm Workers,45-2092,farm_workers,2,28000,35000,48000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Lynn,MA,Farm Workers,45-2092,farm_workers,2,28000,35000,48000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Brockton,MA,Farm Workers,45-2092,farm_workers,2,28000,35000,48000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Salem,MA,Farm Workers,45-2092,farm_workers,2,28000,35000,48000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Other MA,MA,Farm Workers,45-2092,farm_workers,33,28000,35000,48000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Boston,MA,Equipment Operators,53-7032,equipment_operators,12,35000,48000,68000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Cambridge,MA,Equipment Operators,53-7032,equipment_operators,3,35000,48000,68000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Worcester,MA,Equipment Operators,53-7032,equipment_operators,2,35000,48000,68000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Springfield,MA,Equipment Operators,53-7032,equipment_operators,2,35000,48000,68000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Lowell,MA,Equipment Operators,53-7032,equipment_operators,1,35000,48000,68000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Quincy,MA,Equipment Operators,53-7032,equipment_operators,1,35000,48000,68000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Newton,MA,Equipment Operators,53-7032,equipment_operators,1,35000,48000,68000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Somerville,MA,Equipment Operators,53-7032,equipment_operators,1,35000,48000,68000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Other MA,MA,Equipment Operators,53-7032,equipment_operators,13,35000,48000,68000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Boston,MA,Managers,11-0000,management,6,60000,100000,180000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Cambridge,MA,Managers,11-0000,management,1,60000,100000,180000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Worcester,MA,Managers,11-0000,management,1,60000,100000,180000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Springfield,MA,Managers,11-0000,management,1,60000,100000,180000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Other MA,MA,Managers,11-0000,management,6,60000,100000,180000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Boston,MA,Administrative Staff,43-0000,administrative,6,35000,48000,70000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Cambridge,MA,Administrative Staff,43-0000,administrative,1,35000,48000,70000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Worcester,MA,Administrative Staff,43-0000,administrative,1,35000,48000,70000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Springfield,MA,Administrative Staff,43-0000,administrative,1,35000,48000,70000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Other MA,MA,Administrative Staff,43-0000,administrative,6,35000,48000,70000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Boston,MA,Agricultural Workers,45-0000,other_ag,6,28000,35000,50000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Cambridge,MA,Agricultural Workers,45-0000,other_ag,1,28000,35000,50000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Worcester,MA,Agricultural Workers,45-0000,other_ag,1,28000,35000,50000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Springfield,MA,Agricultural Workers,45-0000,other_ag,1,28000,35000,50000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 5-9 employees",Other MA,MA,Agricultural Workers,45-0000,other_ag,6,28000,35000,50000,0.85,0.5,0.103,agriculture,5-9 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Boston,MA,Farm Workers,45-2092,farm_workers,32,28000,35000,48000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Cambridge,MA,Farm Workers,45-2092,farm_workers,10,28000,35000,48000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Worcester,MA,Farm Workers,45-2092,farm_workers,7,28000,35000,48000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Springfield,MA,Farm Workers,45-2092,farm_workers,6,28000,35000,48000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Lowell,MA,Farm Workers,45-2092,farm_workers,5,28000,35000,48000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Quincy,MA,Farm Workers,45-2092,farm_workers,3,28000,35000,48000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Newton,MA,Farm Workers,45-2092,farm_workers,3,28000,35000,48000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Somerville,MA,Farm Workers,45-2092,farm_workers,3,28000,35000,48000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Brookline,MA,Farm Workers,45-2092,farm_workers,2,28000,35000,48000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Framingham,MA,Farm Workers,45-2092,farm_workers,2,28000,35000,48000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Waltham,MA,Farm Workers,45-2092,farm_workers,2,28000,35000,48000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Malden,MA,Farm Workers,45-2092,farm_workers,2,28000,35000,48000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Medford,MA,Farm Workers,45-2092,farm_workers,2,28000,35000,48000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Lynn,MA,Farm Workers,45-2092,farm_workers,2,28000,35000,48000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Brockton,MA,Farm Workers,45-2092,farm_workers,2,28000,35000,48000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Salem,MA,Farm Workers,45-2092,farm_workers,2,28000,35000,48000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Other MA,MA,Farm Workers,45-2092,farm_workers,34,28000,35000,48000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Boston,MA,Equipment Operators,53-7032,equipment_operators,12,35000,48000,68000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Cambridge,MA,Equipment Operators,53-7032,equipment_operators,4,35000,48000,68000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Worcester,MA,Equipment Operators,53-7032,equipment_operators,3,35000,48000,68000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Springfield,MA,Equipment Operators,53-7032,equipment_operators,2,35000,48000,68000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Lowell,MA,Equipment Operators,53-7032,equipment_operators,2,35000,48000,68000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Quincy,MA,Equipment Operators,53-7032,equipment_operators,1,35000,48000,68000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Newton,MA,Equipment Operators,53-7032,equipment_operators,1,35000,48000,68000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Somerville,MA,Equipment Operators,53-7032,equipment_operators,1,35000,48000,68000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Brookline,MA,Equipment Operators,53-7032,equipment_operators,1,35000,48000,68000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Framingham,MA,Equipment Operators,53-7032,equipment_operators,1,35000,48000,68000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Waltham,MA,Equipment Operators,53-7032,equipment_operators,1,35000,48000,68000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Malden,MA,Equipment Operators,53-7032,equipment_operators,1,35000,48000,68000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Medford,MA,Equipment Operators,53-7032,equipment_operators,1,35000,48000,68000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
"[Agriculture, forestry, fishing] 10-19 employees",Lynn,MA,Equipment Operators,53-7032,equipment_operators,1,35000,48000,68000,0.85,0.5,0.103,agriculture,10-19 employees,cbp_synthetic,census_cbp_2023:11
