employee_name,job_title,occupation_series,pay_grade,department,agency,duty_station,city,state,annual_salary,work_schedule,pay_year,source_id
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_89
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_90
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_91
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_92
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_93
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_94
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_95
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_96
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_97
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_98
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_99
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_100
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_101
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_102
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_103
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_104
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_105
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_106
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_107
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_108
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_109
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_110
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_111
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_112
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_113
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_114
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_115
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_116
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_117
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_118
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_119
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_120
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_121
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_122
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_123
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_124
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_125
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_126
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_127
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_128
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_129
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_130
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_131
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_132
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_133
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_134
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_135
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_136
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_137
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_138
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_139
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_140
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_141
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_142
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_143
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_144
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_145
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_146
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_147
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_148
Federal Employee,Program Analyst,0343,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_0343_Dep_149
Federal Employee,Contract Specialist,1102,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_1102_Dep_0
Federal Employee,Contract Specialist,1102,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_1102_Dep_1
Federal Employee,Contract Specialist,1102,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_1102_Dep_2
Federal Employee,Contract Specialist,1102,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_1102_Dep_3
Federal Employee,Contract Specialist,1102,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_1102_Dep_4
Federal Employee,Contract Specialist,1102,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_1102_Dep_5
Federal Employee,Contract Specialist,1102,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_1102_Dep_6
Federal Employee,Contract Specialist,1102,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_1102_Dep_7
Federal Employee,Contract Specialist,1102,GS-12,Department of the Air Force,Department of the Air Force,Hanscom AFB,Hanscom AFB,MA,95253.0,Full-Time,2024,fed_1102_Dep_8
